query,reply,label
小秋，改天带我看看这房子,要得,0
小秋，改天带我看看这房子,你什么时候有空,1
小邱，哪天带我看看这套房子,你什么时候有空呢,1
小邱，哪天带我看看这套房子,钥匙在我们店上，随时可以带你去看哈,1
小邱，哪天带我看看这套房子,要得,0
小陈最近有房子可以看吗, 有的……,0
小陈最近有房子可以看吗,我发给您,0
小陈最近有房子可以看吗,您好,0
小陈最近有房子要看吗,您好,0
小陈最近有房子要看吗, 有的……,0
小陈最近有房子要看吗,我发给您,0
小陈，今天看房了吗,我明天在追问一下,0
小陈，今天看房了吗,回去得考虑一下,0
小陈，今天看房了吗,看啦 姐,0
小陈，你今天看到房子了吗,我明天再问你,0
小陈，你今天看到房子了吗,我回去的时候得好好想想,0
小陈，你今天看到房子了吗,看啦 姐,0
小高是哪个绿色的？我们能看看吗,哦，那是绿玫瑰湾的五楼吗？,0
小高是哪个绿色的？我们能看看吗,好👌 三点在绿玫瑰湾南门见。,0
小高是哪个绿色的？我们能看看吗,好的，没问题。三点怎么样？,0
尚丁家只能读科华中路小学吗,确定！,0
尚丁家只能读科华中路小学吗,区域的！,1
尚丁家只能读科华中路小学吗,对的！,1
尚河居在哪,也在附近啦,1
尚河居在哪,也是一个封闭式小区，,0
尚河居在哪,价格比别的要贵些，我发一个房源您看看,0
就9个点的税？,有些税是根据差额计算的。,1
就9个点的税？,?,0
就9个点的税？,这是一间公寓。它不仅限于购买或贷款。,0
就9个点的税？,公寓税：契税4%，个人税2%，印花税0.05%*2，增值税5.6%，土地增值税6%（或增值部分的20%）,1
就9个点的税？,不止哦,0
就不能看了？,干啥呢。,0
就不能看了？,哈哈😄,0
就不能看了？,有带看吗？,0
就了解了中房和利海,您总价预算在多少这样子呢,0
就了解了中房和利海,像这个户型可以租到3000一个月的,0
就了解了中房和利海,早上好,0
就了解了中房和利海,哈哈 先了解 您回来再约到现场看看 您这边也多对比对比,0
就了解了中房和利海,利海近地铁 商业 总的来说比较好出租 ,1
就在附近,位于社区内，不面向街道,1
就在附近,有,0
就在附近,业主也很有诚意出售,0
就在马路旁边，,你以前去过西部一号吗？,0
就在马路旁边，,不临马路，马路是46号楼，这是小区进入东门第二栋楼,1
就在马路旁边，,在社区幼儿园对面,0
就想看看这个,您好,0
就想看看这个,您好，这套房子还在的,0
就想看看这个,截图的已经成交,1
就是交通便利，配套好一些的,二手也涨，相对慢点,0
就是交通便利，配套好一些的,如果是投资的话，新房升值空间大于二手房,0
就是交通便利，配套好一些的,您买它的目的是自住还是投资？,0
就是交通便利，配套好一些的,为了上班方便,0
就是交通便利，配套好一些的,想买多大的？,0
就是普通居家装修？,是的,0
就是普通居家装修？,看户型,0
就是普通居家装修？,每个户型价格都不同,0
就是正常住宅交可交易是吧,是的,0
就是正常住宅交可交易是吧,可以的,1
就是正常住宅交可交易是吧,您首套房的话  首付三成,0
就是正常住宅交可交易是吧,都有证的,0
就是正常住宅交可交易是吧,没有我们都不敢卖,0
就是没有降价幅度？,没有,1
就是没有降价幅度？,一口价,1
就是看中这个户型才问你最低多少,可以定吗？,0
就是看中这个户型才问你最低多少,因为疫情期间价钱没有更改,0
就是看中这个户型才问你最低多少,什么时候有空呢？我建议实地看看先吧,0
就是还没满二呗？几月份？,一月份,1
就是还没满二呗？几月份？,远？,0
就是还没满二呗？几月份？,房子是清水的,0
就是还没满二呗？几月份？,是指过户时间？,0
就是这个价格空间不大，家具家电全送是嘛,还不错  给家里孩子装的,0
就是这个价格空间不大，家具家电全送是嘛,结果小孩不来合肥,0
就是这个价格空间不大，家具家电全送是嘛,你这样算装修也花了几十万啊,0
就是这个价格空间不大，家具家电全送是嘛,?,0
就是那个毛胚的是吗,89平的南北通2+1 现在楼层好的 基本上470万以上左右的 这个115万算下来其实单价比他们都低,0
就是那个毛胚的是吗,那您有看过印象其他2+1户型的吗,0
就是那个毛胚的是吗,方便的话 线上给您介绍一下 也好了解您的需求,0
就是那个毛胚的是吗,对的,1
就是配套和发展这方面,可以把您找到类似新房一样的房子,0
就是配套和发展这方面,有些房子空的，还没有住过的也有，业主是投资的那种,0
就是配套和发展这方面,这间房子业主买下来自己住没有超过两个星期,0
就是配套和发展这方面,小区有些房子业主买下来没有怎么住过的，我可以带你看看的,0
就是配套和发展这方面,小区环境是不错，门口就有幼儿园跟小学,1
就是问问看看能多少钱最低,这套房子在7楼，总楼层12层,0
就是问问看看能多少钱最低,这是我的名片，您可以点击名片复制我的联系方式。如果方便的话，您也可以给我留个电话，方便后续给您推荐合适的房子,0
就是问问看看能多少钱最低,对,0
就晚上有时间了解房子,这个107的特价算下来95走链家  你自己去估计100万左右,0
就晚上有时间了解房子,新津恒大的房子,0
就晚上有时间了解房子,你现在可以去问 开发商绝对给你说 房子没有了,0
就晚上有时间了解房子,大唐不属于  ,0
就晚上有时间了解房子,你可以看一下 这个就是现在新津一个项目链家的渠道特价房,0
就算去看，我怎么可能随便去看，我都不知道我去了能看什么房子，我就跑过去看？,黎安三村有一套三楼的不知道您有没有看过。,0
就算去看，我怎么可能随便去看，我都不知道我去了能看什么房子，我就跑过去看？,72平的大两房您考虑吗？,0
就算去看，我怎么可能随便去看，我都不知道我去了能看什么房子，我就跑过去看？,柴先生，我刚和您讲了 房子没有照片 户型和您发我那套一样的 没有照片我怎么发给您呢？,0
就读学校是哪里,您好，您之前咨询的房源户型很优质，您有时间去看看吗？,0
就读学校是哪里,您好，这套房子小学读梧村小学，中学是九中，湖滨中学，槟榔中学，外国语中学这4所中学派位的。,1
尽量多看几套,好的好的,0
尽量多看几套,您客气了，我这边会给您安排好,0
尽量多看几套,您放心，我这边会多给您准备几套的,0
属于哪个小学？,您是考虑自住还是学区,0
属于哪个小学？,属于中山小学,1
属于哪个小学？,您好,0
属于啥学区,这个不把边不是明卫的,0
属于啥学区,小学是北京市海淀区第三实验小学。,1
属于啥学区,有套顶层的是明卫的,0
山顶上的房子从早到晚都看不见太阳吗,五证齐全，生产证在手,0
山顶上的房子从早到晚都看不见太阳吗,你可以在西北方向看到一点太阳,1
山顶上的房子从早到晚都看不见太阳吗,还可以呢,0
山顶上的房子从早到晚都看不见太阳吗,总高26,0
山顶上的房子从早到晚都看不见太阳吗,是的,0
已经两年了,大约还有一年,1
已经两年了,目前，中州的房子已经两年没住了,0
已经两年了,如果你想读梦晓、天悦府、中岛和新城国际已经两年了,0
已经两年了,是的，有钥匙,0
已经两年了,如果读者浮躁,0
已经两年了吗,卖房人的房子是否满五年，只看买房人的个人所得税。,0
已经两年了吗,Namephone，这是我的手机，也是一个微信号。请随时与我联系。,0
已经两年了吗,2016年的房子,0
已经两年了吗,你还有其他要求吗,0
已经两年了吗,你想找什么样的？我看看有没有合适的推荐给你,0
已经两年了吗,嗯呢,0
已经两年了吗,这房子现在是房客了。一般来说，你需要提前沟通。你想留个电话吗？让我们轻松地联系。我一看到房间就给你回电话。,0
已经两年了吗,契税与买方有关。这套房的第一套是1%,0
已经两年了吗,价格是最低的,0
已经两年了吗,一般房子个人所得税比较多，房子满5年，只有没有个人所得税。,0
已经两年了吗,契税1、个税1、土地出让金1、增值税5.65,0
已经两年了吗,你看见房子了吗,0
已经两年了吗,这个没有增值税,0
已经两年了吗,我可以给你看,0
已经两年了吗,不是两年,1
已经两年了吗,业主将承担不到两年的税款,0
已经两年了吗,三楼的,0
已经两年了吗,现在，南苑几乎不超过两个,0
已经两年了吗,我怎么称呼你,0
已经两年了吗,说怎么说，但不确定，不下架,0
已经两年了吗,车主没有联系，也没有真正确认是否出售,0
已经两年了吗,过了,1
已经两年了吗,不超过两个，27楼,1
已经两年了吗,价格没怎么讨论,0
已经很久了,中青羊37只试验,0
已经很久了,你什么时候方便,1
已经很久了,同辉,0
已经很久了,你有钥匙随时都能看到,1
已经很久了,您好，您之前咨询过的格陵兰468住宅三期有一些新房。你有兴趣吗？,0
已经很久了,你愿意过来看看吗,0
已经很久了,你好，你之前咨询过的房子质量很好。你有时间看看吗？,0
已经很久了,你好，房子有钥匙。你随时都可以看到,1
已经很久了，两年了,你可以先看看房子。如果你愿意，价格可以商量,0
已经很久了，两年了,最后一笔交易是开发商买的,0
已经很久了，两年了,是的，不到两年。税收很高,1
已经很久了，两年了,你什么时候有时间看房子,0
已经满了。这有点可以接受,你觉得星期天早上十点怎么样？,0
已经满了。这有点可以接受,我也联系了企业主。第一个是约谈价格,0
已经满了。这有点可以接受,收到,0
已经满了。这有点可以接受,这次，对吧,0
已经满了。这有点可以接受,???,0
市北有对口的小学吗,有的，风华仅次于市北,0
市北有对口的小学吗,永兴路二小和中山北路直升市北的,1
市北有对口的小学吗,差不多。今年把中山北路划为第三梯队了,0
市北有小学吗,是的，奉化仅次于市北,0
市北有小学吗,永兴路第二小学和中山北路直通城北,1
市北有小学吗,几乎。今年，中山北路被定为第三梯队,0
布局都是这样嘛？,六栋的,0
布局都是这样嘛？,朝南,0
布局都是这样嘛？,二栋的朝东,0
布局都是这样嘛？,嗯,0
布局都是这样嘛？,六栋是南北向,0
帅哥  明天能看房吗,您好，您是想看一下几房？,0
帅哥  明天能看房吗,好的。,0
帅哥，你明天能去连城看房子吗,业主今天不能来了，,0
帅哥，你明天能去连城看房子吗,刚联系了店主，,0
帅哥，你明天能去连城看房子吗,对不起，我昨晚没看到新闻,0
帅哥，明天能不能去看一下连城的房子,不好意思，昨晚消息没看到,0
帅哥，明天能不能去看一下连城的房子,刚跟业主联系了，,0
帅哥，明天能不能去看一下连城的房子,今天业主过不来，,0
师范学校在哪里？,龙园,0
师范学校在哪里？,4个红绿灯,0
师范学校在哪里？,华中,0
师范附属中学在哪里？,龙园,0
师范附属中学在哪里？,华中,0
师范附属中学在哪里？,4个红绿灯,0
带什么学校呢,带宝安外国语小学，灵芝小学，宝民小学，宝安中学,1
带什么学校呢,这套房明天下午15:30可以看房,0
带什么学校呢,周日的我要问一下业主,0
带什么学校学位,您好，请问您这边主要考虑学区吗？,0
带什么学校学位,您好，不好意思，刚刚在外面,0
带什么学校学位,润府这边带的是南外科华的学区,1
带全套家具吗,可以带家具,1
带全套家具吗,但是价格不是这个价格,0
带全套家具吗,到时候可以和房主商量,0
带其它配房吗,好 这是您微信号吗,0
带其它配房吗,您方便留个电话吗,0
带其它配房吗,阳光不错的,0
带其它配房吗,这套要去看看嘛,0
带其它配房吗,您是首套还是二套呢,0
带哪里学位,您这边现在是怎么考虑的呢，如果您这边有考虑插班也是建议您这边自己有能力才可以，或者就选择一个更适合投资的，这样也是双重保险,0
带哪里学位,这个不能和您保证，有难度,0
带哪里学位,螺岭外国语和文锦中学,1
带家具不？,您留个您这注册贝壳的号码可以吗,0
带家具不？,家具家电可以看,1
带家具不？,好的，谢谢您，我现在和业主提前沟通一下,0
带家具吗,?,0
带家具吗,带家具,1
带家具吗,可以不带家具家电,1
带家具吗,恒大绿洲就这几套性价比高点，其它的都不太合适。周边的小区考虑吗？,0
带家具吗,毛坯考虑不？预算多少？我这边好给你推荐,0
带家具吗,刚发你的，不带家具117，带家具家电贵！,0
带家具吗,2楼带露台的,0
带家具吗,二楼带露台,0
带家具吗,在135万之间吧,0
带家具吗,这套很特别。层高超过3.4米,0
带家具吗,房主现在在外地基本上能不动的都不动了,0
带家具吗,无遮挡,0
带家具吗,你需要大约120平方米，是吗,0
带家具吗,可以带,1
带家具吗,不能带家具家电,1
带家具吗,恒大绿洲只是几套性价比高，其他都不适合。是否考虑周边社区？,0
带家具吗,我能留个电话吗？我会好起来的，也能参加比赛,0
带家具吗,看看付款方式,0
带家具吗,135万-135万,0
带家具吗,这套很特殊层高3.4米以上,0
带家具吗,看付款方式,0
带家具吗,房主基本上还在外地,0
带家具吗,大部分都带,1
带家具吗,价格还可以商量,0
带家具吗,7楼的户型跟2楼的不一样,0
带家具吗,独家使用的,0
带家具吗,中骏露台都是独家使用的，3楼,0
带家具吗,嗯嗯可以的,0
带家具吗,暂时不带,1
带家具吗,一些家具和家用电器,1
带家具吗,你需要虚拟现实吗,0
带家具吗,稍等,0
带家具吗,一期的卫生间有窗户，二期的没有,0
带家具吗,您需要120平左右是吗,0
带家具吗,可以留个电话吗，我好转个率入率也行呀,0
带家具吗,他们中的大多数,1
带家具吗,价格可以商量,0
带家具吗,这是我的名片，您可以点击名片复制我的联系方式。如果方便的话，您也可以给我留个电话，方便后续给您推荐合适的房子,0
带家具吗,东户,0
带家具吗,5-10万的议价空间估计,0
带家具吗,嗯嗯,0
带家具吗,柜子是出租车,0
带家具吗,但你可以谈谈,1
带家具吗,五到十万讨价空间估计,0
带家具吗,刚送你，没有家具117件，有家具，家电贵！,0
带家具吗,是否考虑空白？预算是多少？我推荐给你,0
带家具吗,七楼的公寓类型和二楼的不同,0
带家具吗,部分家具家电,1
带家具吗,需要VR看一下吗,0
带家具吗,这是我的名片。你可以点击卡片复制我的联系方式。如果方便的话，你也可以留个电话让我以后给你推荐一套合适的房子,0
带家具吗,嗯，是的,0
带家具吗,中骏台3楼专供,0
带家具吗,专用,0
带家具吗,不过相中了可以商量,1
带家具吗,柜子是打的,0
带家具吗,一期卫生间有窗户，二期没有,0
带家具吗？,方便的话顺便加一下您的微信,0
带家具吗？,你啥时候有时间,0
带家具吗？,带,1
带家具吗？,有一个,0
带家具吗？,你要有兴趣可以看看，和这户型一样,0
带家具家电吗？,不好意思，刚刚在带看，没有接到,0
带家具家电吗？,不一定。您要买来落户的房子，基本这个房子的客户群体都有落户需求,0
带家具家电吗？,如果落不了户，后续也不好出手,0
带家具家电吗？,双方按份额共有,0
带家具家电吗？,可行,0
带家具家电车位吗,这套房子还是优势的,0
带家具家电车位吗,明年才满二,0
带家具家电车位吗,您看您多久有时间，我可以带您实地去看一下,0
带家具家电车位吗,是的,0
带家具家电？,方便的话留您个电话,0
带家具家电？,好的,0
带家具家电？,育文分校和魅力小学,0
带家具家电？,其他时间需要提前至少一天预约,0
带家具家电？,已经在招生，咱想考虑那的房子我可以给您推荐几个好房子,0
带家具家电？,周六日方便看房,0
带家具家电？,协商,0
带家具家电？,育文已经正式下文了,0
带家具电器的吗,都带,1
带家具电器的吗,报价121万，可以谈,0
带家具电器的吗,可以的,0
带家具电器的吗,房东自己住的,0
带家具电器的吗,我跟您说下，这套房子在7楼的,0
带家具的家用电器？,其他时间至少提前一天预定,0
带家具的家用电器？,星期六和星期天看房子很方便,0
带家具的家用电器？,协商,0
带家具的家用电器？,宇文分校魅力小学,0
带家具的家用电器？,宇文已经正式写下来了,0
带家具的家用电器？,已经在招生，咱想考虑那的房子我可以给您推荐几个好房子,0
带家具的家用电器？,好的,0
带家具的家用电器？,如果方便的话，我会给你留个电话,0
带家具？,明天我可以带你去看房子,0
带家具？,这个是业主自住的   有时间方便可以带您去看看,0
带家具？,这个房子是一个复式,0
带家具？,这谈的一般二手房都是空送,0
带家具？,明天您有时间吗？带您去看看？,0
带家具？,这是我的名片，您可以点击名片复制我的联系方式。如果方便的话，您也可以给我留个电话，方便后续给您推荐合适的房子,0
带家具？,你以前见过这个社区的房子吗？,0
带家具？,您看方便吗,0
带家具？,这是房主自己的住处，有时间可以看看,0
带家具？,这房子是复式的,0
带家具？,?,0
带家具？,这是我的名片。你可以点击卡片复制我的联系方式。如果方便的话，你也可以留个电话让我以后给你推荐一套合适的房子,0
带家具？,这个的谈一般二手房都是空房交付的,0
带家具？,你明天有空吗？带你去看看？,0
带家具？,您之前看过这个社区的房子吗？,0
带家具？,明天可以带您去实地看房,0
带家具？,你方便吗,0
带家电吗,没有地下室,0
带家电吗,价位的话，我会帮您争取,1
带家电吗,没有说有地下室,0
带家电吗,这台空调是业主的,1
带家电吗,这个里面的东西大多数都是租户的,1
带家电吗,空调是业主的,1
带小学不,可以呢,0
带小学不,你今天几点看,0
带小学不,您今天几点看,0
带小学不,您是考虑万科这个小户型呢还是其他有个102也可以看,0
带小学不,你想考虑一下万科的小房子还是102,0
带屋里的家具家电吗,哦,0
带屋里的家具家电吗,您毕竟喜欢多少楼啊,0
带屋里的家具家电吗,打算给您推荐一套87万的了??也是89平的,0
带屋里的家具家电吗,这套，您看看,0
带我去看看,你们两个，修女,0
带我去看看,好的，等一下,1
带我去看看,OK,0
带我去看看,您好,0
带我去看看,好的，我来接你或者你,1
带我去看看。我想出去看看别的世界,嗯嗯,0
带我去看看。我想出去看看别的世界,你能告诉我房子的具体要求吗？我想向你推荐一些其他性价比高的房子,0
带我去看看。我想出去看看别的世界,留下联系方式方便吗,0
带我去看看吧,好嘞，我接您还是您过来,1
带我去看看吧,您几个人阿姐,0
带我去看看吧,OK,0
带我去看看，我想出去看看其他的世界,您能说一下对房屋具体需求吗？我好给您推荐一下其他性价比高房源,0
带我去看看，我想出去看看其他的世界,方便留个联系方式吗,0
带我去看看，我想出去看看其他的世界,嗯嗯,0
带我看一下嘛,我们可以先线上看看,1
带我看一下嘛,高姐，留您个电话,0
带我看一下嘛,好的,0
带我看下,要是不方便滴话  我们这边可以带你线上VR看房,1
带我看下,你现在方便实地来看一下房子不吗，,1
带我看下,本VR房与现场验房相同，,1
带我看下,这个VR看房就和现场实地看房都是一样的，,1
带我看下,你现在看房子方便吗，,1
带我看下,如果不方便的话，我们可以带你去网上虚拟现实看看房子,1
带我看下吧,您现在在济南吗,0
带我看下吧,嗯嗯,0
带我看下吧,好的,1
带我看下房子,在的,0
带我看下房子,好的稍等,0
带我看下房子,昨天微信给你发的那套嘛,0
带我看看,你好,0
带我看看,您可以参考一下,0
带我看看,嗯嗯,0
带我看看,你好，里面是39平方米,0
带我看看,好的,0
带我看看,你可以参考一下,0
带我看看,您好，套内面积39平米,0
带我看看吧,市场很好，昨天还成交了一套,0
带我看看吧,徽创君波是蜀山的房子,0
带我看看吧,好,0
带我看看房子,我昨天给你发了那套微信,0
带我看看房子,在的,0
带我看看房子,好的稍等,0
带我看看第二个嘛,好的,0
带我看看第二个嘛,第二个没有vr,0
带我看看第二个嘛,你看第一个可以不,0
带我看看这两套撒,我来约哈,0
带我看看这两套撒,回重庆了吗？,0
带我看看这两套撒,菲哥,0
带所有家具家电？,最低啥价业主也没透漏 咱可以先看房子。看房子价格这一块我去跟业主谈,0
带所有家具家电？,带家电不带家具,1
带所有家具家电？,业主家具买的都是红木的 比较值钱业主说要带走,0
带永久宝安中学的吗,您可以参考下,0
带永久宝安中学的吗,您是深户吗？,0
带永久宝安中学的吗,是的,1
带深外中学？,小学,0
带深外中学？,加我微信吧,0
带深外中学？,留个联系方式吧,0
带着家具,首付89万,0
带着家具,贷款116万,0
带着家具,你有什么贷款,0
带着家具,你会考虑空白吗？,0
带着家具,这是可以讨论的,0
带行李入住？所以房东不收家具？,房东只带走私人物品,0
带行李入住？所以房东不收家具？,这房子装修得很好，保养得很好,0
带行李入住？所以房东不收家具？,家具和家用电器一起卖,0
带行李入住？所以房东不收家具？,嗯嗯,0
带装修吗,您现在有时间吗,0
带装修吗,均价16500,0
带装修吗,带装修的,1
带装修吗,过来看看,0
带装修吗,你现在有时间吗,0
带装修吗,直接过来看吧,0
带装修吗,可以,0
带装修的吗？,可以，您了解中山政策吗？,0
带装修的吗？,方便留电话给我，我在微信发一些资料给您。,0
带装修的吗？,有的带是带装。,1
带装修的吗？,有带学校位的，您这边方便留个电话给我吗？,0
带装修的吗？,好的134 2539 3421,0
带装修要看装的怎么样,您看一下有合适的吗？,0
带装修要看装的怎么样,好的,0
帮忙多看几套吧,您啥时候看,0
帮忙多看几套吧,我来约,0
帮忙多看几套吧,好的,0
帮忙谈谈这个房子,😊,0
帮忙谈谈这个房子,可以的,1
帮忙谈谈这个房子,您好，您之前咨询的房源户型很优质，您有时间去看看吗？,0
帮我介绍一下现在成都的房价,您可以说说您的要求和想法。,0
帮我介绍一下现在成都的房价,您是想投资还是自主？,0
帮我介绍一下现在成都的房价,资质是怎样的，您都清楚吧？,0
帮我介绍一下现在成都的房价,您的电话是？,0
帮我介绍一下现在成都的房价,收到，感谢您的信任和支持。小马需要怎么称呼您呐？小马小马的电话PHONE，微信PHONE。您可以随时吩咐小马^_^,0
帮我介绍下观湖花园的房子,好的收到,0
帮我介绍下观湖花园的房子,你主要考虑哪方面,0
帮我介绍下观湖花园的房子,我能为你做什么,0
帮我介绍下观湖花园的房子,你考虑在湖边买房子吗,0
帮我介绍下观湖苑的房子,考虑在滨湖置业吗,0
帮我介绍下观湖苑的房子,好的收到,0
帮我介绍下观湖苑的房子,您主要是考虑多大面积的,0
帮我介绍下观湖苑的房子,请问有啥能帮助您,0
帮我看一下楼层高一点视线好一点的嘛？,有独栋的,0
帮我看一下楼层高一点视线好一点的嘛？,您这边对花园的大小有什么特别的需求吗,0
帮我看一下楼层高一点视线好一点的嘛？,您这边的价格需求是怎样的呢,0
帮我看一下楼层高一点视线好一点的嘛？,有的,0
帮我看一下楼层高一点视线好一点的嘛？,这个是类独栋的，200平左右的花园,0
帮我看看6号楼101单元是什么类型的,你那个法拍的，多少钱啊,0
帮我看看6号楼101单元是什么类型的,你有多少微信？我会加上你，下午给你拍个视频。,0
帮我看看6号楼101单元是什么类型的,到外面看看可以吗,0
帮我看看6号楼101单元是什么类型的,哦，哦，我也进不去,0
帮我看看6号楼101单元是什么类型的,兄弟。你能告诉我你壳牌房间的电话号码吗？我们有数据吗？,0
帮我看看6号楼101是什么户型呗,哥。你贝壳找房登录的手机号，能方便告诉我一下吗，我们有数据?,0
帮我看看6号楼101是什么户型呗,这样吧，你微信多少，我加你，下午给你拍个视频。,0
帮我看看6号楼101是什么户型呗,哦哦，我也进不去啊,0
帮我看看6号楼101是什么户型呗,你那个法拍的，多少钱啊,0
帮我看看6号楼101是什么户型呗,在外面看看就行吗,0
帮我看看更多的布景,好的,0
帮我看看更多的布景,我来约,0
帮我看看更多的布景,你什么时候看,0
帮我看看这些布景,OK,0
帮我看看这些布景,我们预算。很多,0
帮我看看这些布景,让我看看。,0
帮我看看这几套,OK,0
帮我看看这几套,我看一眼。,0
帮我看看这几套,咱们预算。提了好多啊,0
帮我约几个龙门人,你的总预算是多少？,0
帮我约几个龙门人,三个还是四个？,0
帮我约几个龙门人,你喜欢装饰的还是粗糙的？,0
帮我约几个龙门的,你更喜欢装修的还是毛坯的？,0
帮我约几个龙门的,您这边总价预算多少呢？,0
帮我约几个龙门的,要三房还是4房？,0
帮我谈谈这房子,可以的,1
帮我谈谈这房子,😊,0
帮我谈谈这房子,你好，你之前咨询过的房子质量很好。你有时间看看吗？,0
帮我问问最低多少钱,没有了,0
帮我问问最低多少钱,目前系统里登记就这个,0
帮我问问最低多少钱,好的,0
常兴家园的几套房子周六方便看吗,好的呀,0
常兴家园的几套房子周六方便看吗,嗯嗯,0
常兴家园的几套房子周六方便看吗,您几点看呢,1
平城没有水吗,因为国家17年来出台了限购政策，4月13日、17日之后购买的房屋需要3年拿到产权证才能交易,0
平城没有水吗,清水岭169和172在这里可以交易的区域是南北透明的，然后154是东西走向的,0
平城没有水吗,这里的德国商人分为东区和西区。东区为高层建筑，西区为别墅区和大型高层建筑，分别为169套和172套,0
平城没有水吗,主要是区域发展,0
平城没有水吗,是的，但都是有限制的。现在不能交易了,1
平成没有清水吗,有 但是都限售 现在不能交易,1
平成没有清水吗,主要还是看区域的发展,0
平成没有清水吗,因为国家在17年出了一个限售政策 17年4月13号之后的购买的房屋 需要拿到产权证3年之后才能进行交易,0
平成没有清水吗,这边现在能交易的清水跃层169和172面积的都是南北通透的 然后154的是东西朝向 ,0
平成没有清水吗,这边德商总分了东西两个区 东区这边都是高层 西区那边是别墅区和大面积高层 就是169和172户型的 ,0
平江中学是分校还是总部？,本部,1
平江中学是分校还是总部？,几乎一样，,0
平江中学是分校还是总部？,学区很好，,0
平江中学是分部还是本部?,都是差不多的，,0
平江中学是分部还是本部?,学区都很好的，,0
平江中学是分部还是本部?,本部,1
庐江花园怎么样,你在考虑河西电梯房，对吗？,0
庐江花园怎么样,考虑过河西户口吗,0
庐江花园怎么样,中间楼层,0
庐江花园怎么样,这个小区属于河西户籍,0
庐江花园怎么样,目前最便宜的,0
底价,房子满意了，再说价格吧,1
底价,我还没说呢,0
底价,现在是77万。这个价格是业主的真实报价,1
底价,对的,0
底价,你好,0
底价,现在77万。这个价格是业主的真实报价,1
底价,肯定配,0
底价,房子满意，然后说价格，对吧,1
底价,暂时没得谈过,0
底价多少,要不这样，您给我留个电话，我先去问下价格问题，再回复给您。这个房子房东跟我们同事特别熟,0
底价多少,如果你有一个好主意，你想买，那我们直接和房东谈谈,1
底价多少,您要是看好了，到时候确定想买，咱们直接约房东谈,1
底价多少,房型不以房号区分😅,0
底价多少,我也觉得高,0
底价多少,年后也卖了一套304万的5层,0
底价多少,没有具体底价，业主只说了看好了再谈,1
底价多少,对不起，目前的成交价在6000左右。4.5.6比1.2.3贵,0
底价多少,房子去年跟我买的,0
底价多少,没有具体的底价。店主只说他想谈谈,1
底价多少,下午5点的时候卖了126套,0
底价多少,目前底价185万,1
底价多少,1997年之后，它还卖出了一套304万的五层,0
底价多少,店主说底价是530，他有兴趣见面聊天，,1
底价多少,我觉得也很高,0
底价多少,房主没有说底价，但是能谈,1
底价多少,嗯，现在有310万,1
底价多少,你当场看到房子了吗？,0
底价多少,嗯嗯。目前310万,1
底价多少,您好,0
底价多少,您看一下这套房子，业主也特别着急出售。,0
底价多少,否则，你给我留个电话，我会先问价格问题，然后再答复你。这房子的房东和我们的同事很熟,0
底价多少,110万价格业主应该不会卖的,1
底价多少,房子装修得很好，可以用包入住,0
底价多少,房子不急着卖,0
底价多少,如果你看看这房子，房主很想把它卖掉。,0
底价多少,房子昨晚关门了，1190万,0
底价多少,看完房子，你可以聊天,0
底价多少,你可以看看房子，和房主谈谈,1
底价多少,店主没有说底价，但他可以,1
底价多少,不绝对,0
底价多少,房子您实地看了吗？,0
底价多少,户型不是靠房号来区分的😅,0
底价多少,110万。主人不应该卖掉它,1
底价多少,这是电梯间😂😂😂,0
底价多少,这个房子不着急卖,0
底价多少,980万次循环,1
底价多少,价格基本上三五万的空间了,1
底价多少,西南朝向，不是正南,0
底价多少,房子没问题，很优质，,0
底价多少,业主说底价530，看上了见面聊呗，,1
底价多少,没有特别急得,0
底价多少,这是电梯房😂😂😂,0
底价多少,这房子昨天晚上成交了，1190万成交的,0
底价多少,价格在3万元左右,1
底价多少,不客气,0
底价多少,房子精装修，可以拎包入住,0
底价多少,比你以前见过的贵一点。让我们看看你是否愿意在这里考虑一下,0
底价多少,可以先看看房子，找房主聊聊,1
底价多少,看完房子可以聊一下,0
底价多少,全款950万,1
底价多少,要周期980万,1
底价多少,很抱歉目前成交价就是6000左右。4.5.6就是比1.2.3贵,0
底价多少,截止下午5点实际成交126套,0
底价多少,目前比你之前看的贵一些，看是否还考虑这儿,0
底价多少,就这个价,0
底价多少,总计950万,1
底价多少,房子很好。质量很好，,0
底价多少,业主没有说底价。我们先看看房子。这房子我已经搬了很多次了。我和店主关系很好。如果您看完后想买，我会尽量和业主沟通，商量价格。,1
底价多少,有空看看吗,0
底价多少,目前的底价是185万元,1
底价多少,不着急,0
底价多少,西南，不是南方,0
底价多少,我去年买了这所房子,0
底价多少,业主换房,0
底价多少,你有空看看吗,0
底价多少,"业主没说底价,咱先看房,此房我带看了很多次,跟业主关系不错。如果您看完想买，我会尽力去与业主沟通,谈价格。",1
底价多少？,245,1
底价多少？,不带车位，车站另算,0
底价多少？,看房的话是方便的,0
底价多少？,我们可以去谈价格,1
底价多少？,北区的,0
底价多少？,你付意向金  我和房东去谈,1
底价多少？,多少价格你能接受,0
底价多少？,300万以上能卖,1
底价多少？,有钥匙来看看吗,0
底价差距从5万起算如何,你的房子怎么卖的？,0
底价差距从5万起算如何,😁,0
底价差距从5万起算如何,差不多,0
底价是多少,那你不要打我我,0
底价是多少,不要发给我,0
底价是多少,这真是14楼,0
底价是多少,别把它寄给我,0
